class,cap-shape,cap-color,gill-color,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
p,x,e,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,l
e,k,w,g,p,w,t,p,w,s,g
p,x,n,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,p
p,x,n,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,d
p,x,n,b,p,w,o,e,w,v,p
p,x,n,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,p
p,k,n,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,d
p,x,n,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,p
p,x,n,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,d
p,x,n,b,p,w,o,e,w,v,l
p,k,n,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,p
p,k,n,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,p
p,k,e,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,p
p,k,n,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,p
p,x,n,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,p
e,b,g,w,p,w,t,p,w,n,g
p,x,e,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,l
p,x,n,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,p
e,k,w,g,p,w,t,p,w,s,g
p,f,e,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,d
e,b,g,p,p,w,t,p,w,n,g
p,k,e,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,l
p,k,e,b,p,w,o,e,w,v,l
p,x,n,b,p,w,o,e,w,v,p
e,k,w,g,p,w,t,p,w,s,g
p,f,e,b,p,w,o,e,w,v,d
p,x,n,b,p,w,o,e,w,v,p
p,k,e,b,p,w,o,e,w,v,p
p,k,n,b,p,w,o,e,w,v,l
p,k,e,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,l
p,k,n,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,l
p,x,n,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,d
p,x,n,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,d
p,x,n,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,p
p,k,n,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,l
p,k,e,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,p
e,k,g,g,p,w,t,p,w,s,g
p,x,n,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,p
p,x,n,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,l
p,k,n,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,p
p,x,n,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,p
e,b,w,p,p,w,t,p,w,s,g
p,f,e,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,d
p,x,n,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,p
p,x,n,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,p
p,x,n,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,d
p,k,n,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,d
p,k,n,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,l
p,k,e,b,p,w,o,e,w,v,d
p,x,n,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,p
p,k,n,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,p
p,k,n,b,p,w,o,e,w,v,l
p,x,n,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,l
p,x,n,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,p
p,k,e,b,p,w,o,e,w,v,d
e,x,g,w,p,w,t,p,w,s,g
p,f,e,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,l
p,x,n,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,p
p,x,n,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,p
p,x,n,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,p
p,x,n,b,p,w,o,e,w,v,p
p,x,n,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,l
p,x,n,b,p,w,o,e,w,v,p
e,k,w,p,p,w,t,p,w,n,g
p,x,n,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,p
e,b,n,o,p,o,o,p,o,v,l
p,f,e,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,p
p,k,n,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,p
p,k,n,b,p,w,o,e,w,v,p
p,x,n,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,p
e,x,w,g,p,w,t,p,w,s,g
p,f,n,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,l
p,x,n,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,l
e,k,g,g,p,w,t,p,w,s,g
p,f,e,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,p
e,b,w,w,p,w,t,p,w,s,g
p,f,n,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,p
p,x,n,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,l
p,x,e,w,p,w,n,n,w,c,d
p,f,n,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,p
e,x,n,n,p,n,o,p,y,c,l
p,f,n,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,l
p,x,n,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,p
e,x,n,n,p,n,o,p,o,v,l
p,f,n,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,d
p,x,n,b,p,w,o,e,w,v,d
p,x,n,b,p,w,o,e,w,v,l
p,x,n,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,l
p,k,e,b,p,w,o,e,w,v,l
p,x,n,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,p
e,k,w,g,p,w,t,p,w,n,g
p,f,e,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,d
p,x,n,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,l
p,x,n,b,p,w,o,e,w,v,l
p,k,n,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,l
p,k,n,b,p,w,o,e,w,v,l
p,k,n,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,d
p,k,n,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,p
p,x,n,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,d
p,x,n,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,d
p,x,n,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,d
p,k,e,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,d
e,x,w,p,p,w,t,p,w,n,g
p,x,e,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,d
p,x,n,b,p,w,o,e,w,v,d
p,x,n,b,p,w,o,e,w,v,p
p,x,n,b,p,w,o,e,w,v,l
e,x,g,p,p,w,t,p,w,n,g
p,f,e,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,p
p,x,n,b,p,w,o,e,w,v,p
p,k,e,b,p,w,o,e,w,v,p
p,k,e,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,d
p,x,n,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,d
p,x,n,b,p,w,o,e,w,v,p
e,k,w,p,p,w,t,p,w,n,g
p,k,n,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,d
p,x,n,b,p,w,o,e,w,v,l
p,x,n,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,d
p,x,n,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,p
p,k,e,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,p
p,k,e,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,p
e,x,n,n,p,o,o,p,b,v,l
p,x,n,b,p,w,o,e,w,v,l
p,k,n,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,d
p,x,n,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,l
p,x,n,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,p
p,k,e,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,l
p,x,n,b,p,w,o,e,w,v,d
p,k,e,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,p
p,k,n,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,d
p,x,n,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,p
p,x,n,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,p
e,x,g,p,p,w,t,p,w,n,g
p,k,n,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,p
p,x,n,b,p,w,o,e,w,v,p
p,x,n,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,l
p,k,n,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,d
p,x,n,b,p,w,o,e,w,v,d
p,k,n,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,l
p,k,n,b,p,w,o,e,w,v,p
p,x,n,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,d
p,x,n,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,p
p,x,n,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,l
p,x,n,b,p,w,o,e,w,v,d
p,x,n,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,d
p,x,n,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,l
p,x,n,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,d
p,k,n,b,p,w,o,e,w,v,p
p,x,n,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,p
p,k,n,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,d
p,x,n,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,l
p,k,n,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,p
p,x,n,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,p
e,b,g,p,p,w,t,p,w,s,g
p,x,n,b,p,w,o,e,w,v,p
p,k,n,b,p,w,o,e,w,v,p
e,b,n,o,p,n,o,p,y,v,l
p,f,n,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,d
p,k,c,w,p,w,n,n,w,c,d
p,x,e,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,p
p,x,n,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,d
p,k,e,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,d
p,x,n,b,p,w,o,e,w,v,d
p,x,n,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,d
p,k,n,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,p
p,x,n,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,d
p,k,n,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,l
p,x,n,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,p
p,x,n,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,l
p,x,n,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,l
p,x,n,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,l
p,x,n,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,p
p,k,n,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,d
e,x,g,g,p,w,t,p,w,s,g
p,x,e,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,d
e,b,g,w,p,w,t,p,w,s,g
p,f,n,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,d
p,x,e,b,p,w,o,e,w,v,d
p,f,n,b,p,w,o,e,w,v,l
p,x,n,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,d
e,k,g,p,p,w,t,p,w,s,g
e,b,n,y,p,n,o,p,o,c,l
p,f,n,b,p,w,o,e,w,v,l
p,x,n,b,p,w,o,e,w,v,p
p,f,n,b,p,w,o,e,w,v,l
p,f,e,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,d
p,f,e,b,p,w,o,e,w,v,p
p,f,e,b,p,w,o,e,w,v,l
p,f,n,b,p,w,o,e,w,v,l
p,x,e,b,p,w,o,e,w,v,d
e,x,w,g,p,w,t,p,w,n,g
p,f,n,b,p,w,o,e,w,v,p
p,x,e,b,p,w,o,e,w,v,l
p,x,n,b,p,w,o,e,w,v,d
