,Dominant Topic,Keywords,Number of Documents,(Doc) Percentage
9071,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9072,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9073,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9074,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9075,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9076,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
9077,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
9078,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9079,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
9080,4.0,"leave, start, people, happen, time, day, back, home, hear, face",,
9081,15.0,"year, pay, cost, money, buy, make, price, company, market, service",,
9082,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
9083,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
9084,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
9085,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9086,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9087,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9088,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
9089,4.0,"leave, start, people, happen, time, day, back, home, hear, face",,
9090,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
9091,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
9092,7.0,"window, application, set, run, server, display, call, widget, program, client",,
9093,8.0,"law, state, people, person, public, vote, government, individual, issue, bill",,
9094,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
9095,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
9096,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
9097,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
9098,28.0,"people, government, case, make, write, drug, fact, freedom, article, organization",,
9099,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
9100,29.0,"book, reference, part, include, copy, find, paper, information, call, author",,
9101,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
9102,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
9103,8.0,"law, state, people, person, public, vote, government, individual, issue, bill",,
9104,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
9105,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
9106,7.0,"window, application, set, run, server, display, call, widget, program, client",,
9107,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9108,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
9109,15.0,"year, pay, cost, money, buy, make, price, company, market, service",,
9110,16.0,"high, water, food, eat, report, increase, time, day, low, make",,
9111,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
9112,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
9113,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
9114,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
9115,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
9116,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
9117,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
9118,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
9119,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9120,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
9121,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
9122,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9123,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
9124,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
9125,15.0,"year, pay, cost, money, buy, make, price, company, market, service",,
9126,7.0,"window, application, set, run, server, display, call, widget, program, client",,
9127,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
9128,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
9129,8.0,"law, state, people, person, public, vote, government, individual, issue, bill",,
9130,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9131,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9132,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
9133,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
9134,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
9135,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
9136,7.0,"window, application, set, run, server, display, call, widget, program, client",,
9137,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
9138,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
9139,21.0,"time, point, find, problem, number, change, give, call, work, start",,
9140,7.0,"window, application, set, run, server, display, call, widget, program, client",,
9141,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
9142,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9143,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
9144,15.0,"year, pay, cost, money, buy, make, price, company, market, service",,
9145,29.0,"book, reference, part, include, copy, find, paper, information, call, author",,
9146,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
9147,7.0,"window, application, set, run, server, display, call, widget, program, client",,
9148,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
9149,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
9150,15.0,"year, pay, cost, money, buy, make, price, company, market, service",,
9151,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
9152,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9153,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
9154,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9155,3.0,"question, claim, true, reason, answer, argument, make, evidence, truth, fact",,
9156,20.0,"armenian, people, turkish, kill, government, history, year, force, muslim, body",,
9157,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9158,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9159,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
9160,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
9161,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
9162,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
9163,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
9164,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
9165,7.0,"window, application, set, run, server, display, call, widget, program, client",,
9166,11.0,"file, line, program, entry, number, build, read, info, follow, return",,
9167,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
9168,0.0,"good, thing, make, bad, lot, pretty, hear, hard, put, guy",,
9169,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
9170,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
9171,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
9172,16.0,"high, water, food, eat, report, increase, time, day, low, make",,
9173,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
9174,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
9175,21.0,"time, point, find, problem, number, change, give, call, work, start",,
9176,7.0,"window, application, set, run, server, display, call, widget, program, client",,
9177,28.0,"people, government, case, make, write, drug, fact, freedom, article, organization",,
9178,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
9179,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
9180,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9181,19.0,"ax, line, _, part, ad, end, ei, tq, cut, pl_pl",,
9182,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
9183,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
9184,20.0,"armenian, people, turkish, kill, government, history, year, force, muslim, body",,
9185,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9186,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
9187,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9188,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
9189,8.0,"law, state, people, person, public, vote, government, individual, issue, bill",,
9190,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
9191,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
9192,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
9193,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
9194,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9195,29.0,"book, reference, part, include, copy, find, paper, information, call, author",,
9196,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9197,28.0,"people, government, case, make, write, drug, fact, freedom, article, organization",,
9198,7.0,"window, application, set, run, server, display, call, widget, program, client",,
9199,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
9200,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9201,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
9202,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
9203,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9204,27.0,"work, make, job, people, time, talk, today, year, question, president",,
9205,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
9206,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
9207,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
9208,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
9209,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
9210,4.0,"leave, start, people, happen, time, day, back, home, hear, face",,
9211,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
9212,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
9213,11.0,"file, line, program, entry, number, build, read, info, follow, return",,
9214,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
9215,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
9216,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
9217,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
9218,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
9219,7.0,"window, application, set, run, server, display, call, widget, program, client",,
9220,29.0,"book, reference, part, include, copy, find, paper, information, call, author",,
9221,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
9222,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
9223,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
9224,7.0,"window, application, set, run, server, display, call, widget, program, client",,
9225,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
9226,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9227,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
9228,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9229,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
9230,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
9231,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
9232,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
9233,7.0,"window, application, set, run, server, display, call, widget, program, client",,
9234,7.0,"window, application, set, run, server, display, call, widget, program, client",,
9235,7.0,"window, application, set, run, server, display, call, widget, program, client",,
9236,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
9237,20.0,"armenian, people, turkish, kill, government, history, year, force, muslim, body",,
9238,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9239,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
9240,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
9241,3.0,"question, claim, true, reason, answer, argument, make, evidence, truth, fact",,
9242,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9243,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9244,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
9245,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
9246,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9247,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9248,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9249,4.0,"leave, start, people, happen, time, day, back, home, hear, face",,
9250,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
9251,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9252,15.0,"year, pay, cost, money, buy, make, price, company, market, service",,
9253,11.0,"file, line, program, entry, number, build, read, info, follow, return",,
9254,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
9255,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
9256,10.0,"people, life, man, child, make, love, time, die, live, woman",,
9257,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
9258,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
9259,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
9260,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9261,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9262,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
9263,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9264,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9265,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9266,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
9267,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
9268,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9269,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
9270,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
9271,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
9272,0.0,"good, thing, make, bad, lot, pretty, hear, hard, put, guy",,
9273,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
9274,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9275,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
9276,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
9277,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
9278,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9279,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
9280,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9281,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
9282,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
9283,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
9284,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
9285,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
9286,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
9287,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9288,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
9289,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
9290,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
9291,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9292,10.0,"people, life, man, child, make, love, time, die, live, woman",,
9293,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
9294,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9295,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
9296,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9297,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
9298,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
9299,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
9300,20.0,"armenian, people, turkish, kill, government, history, year, force, muslim, body",,
9301,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
9302,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
9303,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
9304,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
9305,20.0,"armenian, people, turkish, kill, government, history, year, force, muslim, body",,
9306,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
9307,16.0,"high, water, food, eat, report, increase, time, day, low, make",,
9308,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
9309,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9310,28.0,"people, government, case, make, write, drug, fact, freedom, article, organization",,
9311,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
9312,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
9313,29.0,"book, reference, part, include, copy, find, paper, information, call, author",,
9314,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9315,29.0,"book, reference, part, include, copy, find, paper, information, call, author",,
9316,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
9317,10.0,"people, life, man, child, make, love, time, die, live, woman",,
9318,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
9319,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
9320,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
9321,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9322,20.0,"armenian, people, turkish, kill, government, history, year, force, muslim, body",,
9323,8.0,"law, state, people, person, public, vote, government, individual, issue, bill",,
9324,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
9325,29.0,"book, reference, part, include, copy, find, paper, information, call, author",,
9326,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
9327,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9328,16.0,"high, water, food, eat, report, increase, time, day, low, make",,
9329,8.0,"law, state, people, person, public, vote, government, individual, issue, bill",,
9330,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9331,19.0,"ax, line, _, part, ad, end, ei, tq, cut, pl_pl",,
9332,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
9333,4.0,"leave, start, people, happen, time, day, back, home, hear, face",,
9334,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
9335,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
9336,28.0,"people, government, case, make, write, drug, fact, freedom, article, organization",,
9337,28.0,"people, government, case, make, write, drug, fact, freedom, article, organization",,
9338,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
9339,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9340,28.0,"people, government, case, make, write, drug, fact, freedom, article, organization",,
9341,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
9342,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
9343,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
9344,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9345,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
9346,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
9347,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9348,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
9349,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
9350,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
9351,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
9352,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
9353,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
9354,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
9355,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
9356,3.0,"question, claim, true, reason, answer, argument, make, evidence, truth, fact",,
9357,27.0,"work, make, job, people, time, talk, today, year, question, president",,
9358,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
9359,21.0,"time, point, find, problem, number, change, give, call, work, start",,
9360,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9361,19.0,"ax, line, _, part, ad, end, ei, tq, cut, pl_pl",,
9362,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9363,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9364,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9365,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
9366,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
9367,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
9368,15.0,"year, pay, cost, money, buy, make, price, company, market, service",,
9369,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
9370,3.0,"question, claim, true, reason, answer, argument, make, evidence, truth, fact",,
9371,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
9372,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9373,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
9374,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
9375,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9376,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
9377,8.0,"law, state, people, person, public, vote, government, individual, issue, bill",,
9378,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9379,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
9380,15.0,"year, pay, cost, money, buy, make, price, company, market, service",,
9381,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
9382,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9383,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
9384,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
9385,7.0,"window, application, set, run, server, display, call, widget, program, client",,
9386,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9387,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
9388,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9389,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9390,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
9391,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
9392,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
9393,4.0,"leave, start, people, happen, time, day, back, home, hear, face",,
9394,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
9395,7.0,"window, application, set, run, server, display, call, widget, program, client",,
9396,0.0,"good, thing, make, bad, lot, pretty, hear, hard, put, guy",,
9397,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9398,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9399,29.0,"book, reference, part, include, copy, find, paper, information, call, author",,
9400,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
9401,7.0,"window, application, set, run, server, display, call, widget, program, client",,
9402,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9403,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
9404,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
9405,11.0,"file, line, program, entry, number, build, read, info, follow, return",,
9406,15.0,"year, pay, cost, money, buy, make, price, company, market, service",,
9407,11.0,"file, line, program, entry, number, build, read, info, follow, return",,
9408,15.0,"year, pay, cost, money, buy, make, price, company, market, service",,
9409,4.0,"leave, start, people, happen, time, day, back, home, hear, face",,
9410,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9411,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
9412,28.0,"people, government, case, make, write, drug, fact, freedom, article, organization",,
9413,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
9414,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9415,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
9416,28.0,"people, government, case, make, write, drug, fact, freedom, article, organization",,
9417,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9418,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
9419,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9420,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
9421,4.0,"leave, start, people, happen, time, day, back, home, hear, face",,
9422,16.0,"high, water, food, eat, report, increase, time, day, low, make",,
9423,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
9424,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9425,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
9426,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
9427,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
9428,7.0,"window, application, set, run, server, display, call, widget, program, client",,
9429,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9430,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
9431,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
9432,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
9433,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
9434,8.0,"law, state, people, person, public, vote, government, individual, issue, bill",,
9435,7.0,"window, application, set, run, server, display, call, widget, program, client",,
9436,27.0,"work, make, job, people, time, talk, today, year, question, president",,
9437,7.0,"window, application, set, run, server, display, call, widget, program, client",,
9438,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9439,29.0,"book, reference, part, include, copy, find, paper, information, call, author",,
9440,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
9441,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
9442,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9443,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
9444,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
9445,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
9446,7.0,"window, application, set, run, server, display, call, widget, program, client",,
9447,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
9448,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
9449,20.0,"armenian, people, turkish, kill, government, history, year, force, muslim, body",,
9450,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
9451,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
9452,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9453,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
9454,28.0,"people, government, case, make, write, drug, fact, freedom, article, organization",,
9455,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
9456,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9457,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
9458,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
9459,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9460,3.0,"question, claim, true, reason, answer, argument, make, evidence, truth, fact",,
9461,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9462,16.0,"high, water, food, eat, report, increase, time, day, low, make",,
